id_transaccion,fecha_hora,hora,dia_semana,producto,monto,monto_promedio_usuario,saldo_anterior,saldo_posterior,destinatario_nuevo,hora_inusual,velocidad_operacion,llamada_reciente,cambio_dispositivo,edad,usuario_nuevo,dias_desde_registro,cantidad_operaciones_dia,operaciones_ultima_hora,alertas_ignoradas,distancia_operaciones,ubicacion_inusual,puntaje_riesgo,nivel_riesgo,fraude
47946,2026-11-29 22:50:00,22,6,Recarga,170.05,442.28,170.05,0.0,1,0,88,0,1,71,0,575,9,2,2,4.06,0,4,Medio,0
47947,2026-11-29 23:00:00,23,6,Compra,87.8,413.27,693.48,605.68,0,0,143,0,0,30,0,1840,3,2,1,23.68,0,1,Bajo,0
47948,2026-11-29 23:10:00,23,6,Yape,668.1,915.57,5490.21,4822.11,0,1,179,0,0,50,0,2494,3,1,0,1.25,0,2,Bajo,0
47949,2026-11-29 23:20:00,23,6,Pago de servicios,375.24,351.09,375.24,0.0,0,0,69,0,0,21,0,2006,3,0,1,19.25,0,1,Bajo,0
47950,2026-11-29 23:30:00,23,6,Transferencia,2383.59,568.67,5956.88,3573.29,1,0,128,0,0,55,0,1877,4,1,0,3.19,0,5,Alto,1
47951,2026-11-29 23:40:00,23,6,Compra,862.85,205.55,3682.41,2819.56,1,1,140,0,0,72,0,398,0,2,1,0.85,0,4,Medio,0
47952,2026-11-29 23:50:00,23,6,Transferencia,157.39,90.42,5158.42,5001.03,1,0,64,0,0,70,0,2895,6,0,0,0.65,0,1,Bajo,0
47953,2026-11-30 00:00:00,0,0,Transferencia,51.9,680.61,5279.22,5227.32,1,0,80,0,0,53,1,1815,7,1,0,12.05,0,3,Medio,0
47954,2026-11-30 00:10:00,0,0,Recarga,130.64,570.68,487.46,356.82,0,1,36,0,0,36,0,2824,4,1,0,0.75,0,1,Bajo,0
47955,2026-11-30 00:20:00,0,0,Yape,209.06,131.77,1061.54,852.48,0,0,74,0,0,23,0,1396,7,1,0,2.73,0,0,Bajo,0
47956,2026-11-30 00:30:00,0,0,Compra,40.36,958.96,4583.89,4543.53,0,0,151,0,0,42,0,2009,1,0,0,5.75,0,1,Bajo,0
47957,2026-11-30 00:40:00,0,0,Compra,104.65,458.66,3962.1,3857.45,0,0,99,0,0,57,0,881,5,2,1,4.16,0,0,Bajo,0
47958,2026-11-30 00:50:00,0,0,Recarga,675.83,505.87,7724.22,7048.39,0,0,30,0,0,47,0,1431,3,2,0,1.06,0,0,Bajo,0
47959,2026-11-30 01:00:00,1,0,Compra,103.66,499.29,3853.07,3749.41,0,0,97,0,0,40,0,2577,4,2,0,1.79,0,0,Bajo,0
47960,2026-11-30 01:10:00,1,0,Recarga,102.11,534.91,5393.71,5291.6,1,0,103,0,0,38,0,1537,2,1,0,1.35,0,1,Bajo,0
47961,2026-11-30 01:20:00,1,0,Pago de servicios,410.92,508.3,410.92,0.0,1,0,21,0,0,21,0,2075,4,1,0,0.53,0,1,Bajo,0
47962,2026-11-30 01:30:00,1,0,Pago de servicios,142.35,844.31,6081.08,5938.73,1,1,71,0,0,38,1,1417,1,0,2,5.69,0,4,Medio,0
47963,2026-11-30 01:40:00,1,0,Yape,247.65,496.08,247.65,0.0,0,0,92,0,1,24,1,2007,6,2,0,0.46,0,3,Medio,0
47964,2026-11-30 01:50:00,1,0,Transferencia,362.25,578.33,7072.49,6710.24,0,1,157,0,0,78,0,2147,2,0,0,8.58,0,2,Bajo,0
47965,2026-11-30 02:00:00,2,0,Transferencia,131.83,341.97,9197.94,9066.11,0,1,172,0,0,30,0,2105,8,0,0,9.31,1,4,Medio,0
47966,2026-11-30 02:10:00,2,0,Recarga,529.4,562.53,529.4,0.0,0,1,44,0,0,27,0,1897,9,1,0,1.87,0,1,Bajo,0
47967,2026-11-30 02:20:00,2,0,Yape,488.28,625.91,3977.47,3489.19,1,1,44,0,0,62,0,1024,4,1,2,5.54,0,3,Medio,0
47968,2026-11-30 02:30:00,2,0,Yape,338.71,751.72,4222.79,3884.08,1,0,70,0,0,60,0,1388,3,2,0,0.36,0,1,Bajo,0
47969,2026-11-30 02:40:00,2,0,Yape,1109.09,851.71,3464.38,2355.29,0,0,145,0,0,25,0,2751,3,2,1,0.04,0,0,Bajo,0
47970,2026-11-30 02:50:00,2,0,Yape,589.48,661.73,589.48,0.0,0,0,125,1,0,49,1,912,5,2,1,3.22,0,2,Bajo,0
47971,2026-11-30 03:00:00,3,0,Yape,186.39,183.02,3563.53,3377.14,0,1,158,0,0,64,0,2472,1,0,0,0.54,0,2,Bajo,0
47972,2026-11-30 03:10:00,3,0,Yape,114.17,140.83,1882.04,1767.87,0,0,59,0,0,37,0,1735,4,0,1,3.44,0,0,Bajo,0
47973,2026-11-30 03:20:00,3,0,Yape,285.71,609.96,1906.21,1620.5,0,0,132,0,0,30,0,1305,4,0,0,28.18,0,1,Bajo,0
47974,2026-11-30 03:30:00,3,0,Compra,228.33,294.69,328.32,99.99,0,0,150,0,1,46,0,2862,6,0,0,3.73,0,2,Bajo,0
47975,2026-11-30 03:40:00,3,0,Transferencia,230.73,801.64,1243.23,1012.5,0,0,42,1,0,69,0,2705,5,2,0,4.58,0,1,Bajo,0
47976,2026-11-30 03:50:00,3,0,Yape,139.86,932.52,3660.01,3520.15,0,0,132,0,0,64,0,1450,6,0,0,4.35,0,0,Bajo,0
47977,2026-11-30 04:00:00,4,0,Pago de servicios,254.94,454.96,5176.7,4921.76,1,0,132,0,0,73,0,1975,6,1,0,7.58,0,1,Bajo,0
47978,2026-11-30 04:10:00,4,0,Transferencia,1167.02,634.05,2427.96,1260.94,0,0,97,0,0,18,0,2047,6,1,0,5.35,0,0,Bajo,0
47979,2026-11-30 04:20:00,4,0,Transferencia,487.26,705.92,9177.19,8689.93,1,0,23,0,0,26,0,2455,3,2,0,4.22,1,3,Medio,0
47980,2026-11-30 04:30:00,4,0,Yape,280.64,785.26,4616.81,4336.17,1,0,153,1,0,63,0,2372,2,2,0,4.69,0,3,Medio,0
47981,2026-11-30 04:40:00,4,0,Yape,843.87,511.66,899.17,55.3,0,0,78,0,0,51,0,616,2,0,1,5.29,0,0,Bajo,0
47982,2026-11-30 04:50:00,4,0,Yape,506.28,101.66,2395.48,1889.2,0,0,20,0,0,55,1,2552,3,1,1,11.0,0,4,Medio,0
47983,2026-11-30 05:00:00,5,0,Yape,176.42,226.18,3533.16,3356.74,0,0,131,0,0,68,0,727,4,3,0,4.03,0,0,Bajo,0
47984,2026-11-30 05:10:00,5,0,Pago de servicios,232.04,97.37,7238.61,7006.57,1,0,56,0,1,71,0,2655,6,0,0,1.97,0,3,Medio,0
47985,2026-11-30 05:20:00,5,0,Yape,602.33,539.41,987.58,385.25,0,0,149,0,0,77,0,2110,11,0,0,2.55,0,1,Bajo,0
47986,2026-11-30 05:30:00,5,0,Compra,310.87,602.13,1689.52,1378.65,0,1,46,1,0,79,0,2068,3,0,0,8.54,0,2,Bajo,0
47987,2026-11-30 05:40:00,5,0,Yape,374.74,71.93,6305.27,5930.53,0,0,141,0,0,31,0,2872,4,0,0,2.35,0,2,Bajo,0
47988,2026-11-30 05:50:00,5,0,Compra,69.86,333.61,3423.22,3353.36,1,0,10,0,0,50,0,2857,2,3,0,1.83,0,2,Bajo,0
47989,2026-11-30 06:00:00,6,0,Yape,144.55,925.69,6413.3,6268.75,1,0,133,0,0,22,0,243,5,2,1,8.32,0,1,Bajo,0
47990,2026-11-30 06:10:00,6,0,Recarga,231.03,98.9,5655.24,5424.21,0,0,44,0,0,54,0,973,4,0,1,0.2,0,0,Bajo,0
47991,2026-11-30 06:20:00,6,0,Recarga,758.76,509.6,2765.83,2007.07,0,1,63,0,0,26,0,2382,5,0,0,3.04,0,1,Bajo,0
47992,2026-11-30 06:30:00,6,0,Compra,1621.13,687.37,5985.92,4364.79,1,0,173,0,0,66,0,93,3,1,0,0.68,0,4,Medio,0
47993,2026-11-30 06:40:00,6,0,Yape,99.44,327.36,6816.82,6717.38,1,0,60,1,0,51,0,2422,2,0,1,0.39,0,2,Bajo,0
47994,2026-11-30 06:50:00,6,0,Yape,131.5,903.98,9934.91,9803.41,0,0,173,0,0,30,0,1757,4,0,1,9.54,0,1,Bajo,0
47995,2026-11-30 07:00:00,7,0,Yape,382.66,189.62,2337.69,1955.03,0,0,98,0,0,39,0,1463,2,2,0,8.97,0,0,Bajo,0
47996,2026-11-30 07:10:00,7,0,Recarga,2052.62,708.45,2052.62,0.0,0,0,12,0,0,47,0,173,4,4,0,8.08,0,3,Medio,0
47997,2026-11-30 07:20:00,7,0,Yape,90.36,444.74,6690.47,6600.11,0,0,85,1,0,56,0,134,6,2,1,1.51,0,1,Bajo,0
47998,2026-11-30 07:30:00,7,0,Pago de servicios,34.37,291.1,3951.63,3917.26,0,0,93,1,0,63,0,1299,3,2,1,4.65,0,1,Bajo,0
47999,2026-11-30 07:40:00,7,0,Yape,288.33,475.85,5177.96,4889.63,0,0,108,0,0,55,0,1197,2,0,0,1.86,0,0,Bajo,0
48000,2026-11-30 07:50:00,7,0,Yape,63.5,569.68,3866.56,3803.06,1,0,21,0,0,29,0,1359,1,0,0,1.33,0,1,Bajo,0
48001,2026-11-30 08:00:00,8,0,Compra,431.63,272.89,591.03,159.4,0,0,176,1,0,40,0,2093,3,2,1,2.78,0,2,Bajo,0
48002,2026-11-30 08:10:00,8,0,Pago de servicios,534.43,920.81,5189.99,4655.56,1,0,158,1,0,22,0,1999,4,0,0,2.75,1,5,Alto,1
48003,2026-11-30 08:20:00,8,0,Yape,196.34,151.19,3473.41,3277.07,0,0,177,0,0,25,0,1483,3,1,0,2.18,0,1,Bajo,0
48004,2026-11-30 08:30:00,8,0,Recarga,156.08,582.16,4346.88,4190.8,0,0,160,0,0,70,0,585,3,2,0,1.24,0,1,Bajo,0
48005,2026-11-30 08:40:00,8,0,Compra,120.01,507.17,4755.44,4635.43,1,0,164,0,0,56,0,26,2,2,0,0.6,0,2,Bajo,0
48006,2026-11-30 08:50:00,8,0,Yape,261.12,870.18,7924.57,7663.45,0,1,46,0,0,42,0,2100,7,0,0,3.62,0,1,Bajo,0
48007,2026-11-30 09:00:00,9,0,Yape,65.48,478.25,9803.01,9737.53,0,0,179,0,0,34,0,1857,3,0,0,4.64,0,1,Bajo,0
48008,2026-11-30 09:10:00,9,0,Recarga,154.37,616.05,8699.61,8545.24,0,1,117,0,1,19,0,1317,6,0,0,1.18,1,5,Alto,1
48009,2026-11-30 09:20:00,9,0,Transferencia,117.88,928.62,4148.37,4030.49,0,0,77,0,0,30,0,2667,6,2,1,18.69,0,1,Bajo,0
48010,2026-11-30 09:30:00,9,0,Yape,322.56,96.91,2707.7,2385.14,0,0,86,0,0,46,0,918,9,1,0,8.16,0,2,Bajo,0
48011,2026-11-30 09:40:00,9,0,Compra,346.7,544.33,3910.89,3564.19,0,1,126,0,0,71,0,2931,3,2,0,8.56,0,1,Bajo,0
48012,2026-11-30 09:50:00,9,0,Transferencia,1002.05,927.77,8103.83,7101.78,0,0,59,0,0,59,1,1970,2,1,1,8.63,0,1,Bajo,0
48013,2026-11-30 10:00:00,10,0,Pago de servicios,91.86,143.34,7924.78,7832.92,0,0,165,0,0,36,0,1609,5,1,0,0.01,0,1,Bajo,0
48014,2026-11-30 10:10:00,10,0,Yape,173.18,889.81,7864.13,7690.95,1,0,123,0,0,74,0,2156,2,3,0,2.86,0,1,Bajo,0
48015,2026-11-30 10:20:00,10,0,Compra,623.63,69.41,3258.94,2635.31,0,1,107,0,0,50,0,500,4,0,0,3.46,0,3,Medio,0
48016,2026-11-30 10:30:00,10,0,Yape,393.0,831.51,5154.64,4761.64,1,0,71,0,0,69,0,692,5,0,0,3.41,0,1,Bajo,0
48017,2026-11-30 10:40:00,10,0,Yape,126.41,878.27,8822.66,8696.25,0,0,9,0,0,65,0,2454,3,3,0,3.54,0,1,Bajo,0
48018,2026-11-30 10:50:00,10,0,Yape,65.18,59.56,3884.42,3819.24,0,0,108,0,0,28,0,2888,4,1,0,3.21,0,0,Bajo,0
48019,2026-11-30 11:00:00,11,0,Yape,1556.69,263.24,5032.35,3475.66,1,0,24,0,0,18,0,1823,6,4,0,5.74,0,5,Alto,1
48020,2026-11-30 11:10:00,11,0,Yape,49.77,451.28,4282.24,4232.47,0,0,93,0,0,26,0,1803,5,2,0,3.2,0,0,Bajo,0
48021,2026-11-30 11:20:00,11,0,Compra,70.25,482.62,1377.26,1307.01,1,0,67,0,0,27,0,232,4,0,1,20.8,0,2,Bajo,0
48022,2026-11-30 11:30:00,11,0,Transferencia,295.03,646.56,8387.09,8092.06,0,0,121,1,0,31,0,1144,9,0,0,6.44,0,1,Bajo,0
48023,2026-11-30 11:40:00,11,0,Yape,639.63,122.84,5098.86,4459.23,1,0,141,0,0,43,0,521,4,2,0,5.34,0,3,Medio,0
48024,2026-11-30 11:50:00,11,0,Yape,101.8,67.81,8408.75,8306.95,0,1,123,0,0,61,1,2362,5,0,1,5.77,0,2,Bajo,0
48025,2026-11-30 12:00:00,12,0,Compra,484.08,233.59,4930.38,4446.3,0,0,20,0,0,74,0,835,5,2,0,0.24,0,0,Bajo,0
48026,2026-11-30 12:10:00,12,0,Pago de servicios,89.18,798.56,2501.32,2412.14,1,0,132,0,0,58,0,1234,3,0,0,4.49,0,1,Bajo,0
48027,2026-11-30 12:20:00,12,0,Compra,545.18,353.11,545.18,0.0,1,0,55,0,0,67,0,1686,4,0,0,7.01,0,1,Bajo,0
48028,2026-11-30 12:30:00,12,0,Recarga,551.81,731.06,4728.67,4176.86,0,0,79,1,0,32,1,1688,1,0,1,5.41,0,2,Bajo,0
48029,2026-11-30 12:40:00,12,0,Transferencia,101.72,430.04,5339.44,5237.72,0,1,149,0,0,53,0,1637,3,0,0,3.59,0,1,Bajo,0
48030,2026-11-30 12:50:00,12,0,Yape,588.7,685.78,4091.08,3502.38,0,1,114,0,0,71,0,737,2,0,0,1.76,0,1,Bajo,0
48031,2026-11-30 13:00:00,13,0,Yape,91.75,59.73,3732.3,3640.55,1,0,175,1,0,39,0,637,7,1,0,3.98,0,3,Medio,0
48032,2026-11-30 13:10:00,13,0,Yape,20.48,96.24,2039.73,2019.25,0,0,39,0,0,60,0,2200,7,0,1,4.57,0,0,Bajo,0
48033,2026-11-30 13:20:00,13,0,Pago de servicios,211.19,743.9,8468.42,8257.23,0,0,152,0,0,65,0,217,7,1,0,1.02,0,1,Bajo,0
48034,2026-11-30 13:30:00,13,0,Transferencia,359.86,939.03,2624.67,2264.81,0,0,40,0,0,55,0,2968,5,0,2,10.55,0,2,Bajo,0
48035,2026-11-30 13:40:00,13,0,Transferencia,522.65,174.17,6662.75,6140.1,0,0,132,1,0,39,0,1767,2,1,0,0.43,0,3,Medio,0
48036,2026-11-30 13:50:00,13,0,Transferencia,715.85,396.78,9321.82,8605.97,0,0,158,0,0,60,0,1429,2,1,1,2.63,0,1,Bajo,0
48037,2026-11-30 14:00:00,14,0,Yape,86.5,804.06,291.07,204.57,0,0,70,0,0,54,0,368,1,3,0,0.17,0,0,Bajo,0
48038,2026-11-30 14:10:00,14,0,Compra,242.0,162.33,8130.96,7888.96,0,1,88,0,0,73,0,840,3,0,0,1.02,0,1,Bajo,0
48039,2026-11-30 14:20:00,14,0,Yape,157.36,338.74,9060.08,8902.72,0,0,107,1,1,73,0,1396,7,0,0,2.11,0,3,Medio,0
48040,2026-11-30 14:30:00,14,0,Transferencia,241.61,281.08,502.38,260.77,0,0,169,1,0,19,0,2067,8,1,1,0.23,0,2,Bajo,0
48041,2026-11-30 14:40:00,14,0,Yape,2442.58,530.89,8208.25,5765.67,0,0,142,0,0,71,0,719,6,1,0,0.33,0,4,Medio,0
48042,2026-11-30 14:50:00,14,0,Yape,202.04,191.62,4362.13,4160.09,0,0,9,1,0,26,0,1879,5,1,1,1.21,0,2,Bajo,0
48043,2026-11-30 15:00:00,15,0,Compra,91.81,534.77,2772.85,2681.04,0,0,14,0,0,31,0,901,4,2,1,0.27,0,1,Bajo,0
48044,2026-11-30 15:10:00,15,0,Compra,189.49,678.33,529.89,340.4,0,0,14,0,0,21,0,2692,5,0,0,3.64,0,1,Bajo,0
48045,2026-11-30 15:20:00,15,0,Compra,569.92,513.96,9321.75,8751.83,1,0,33,0,0,64,0,2067,3,0,0,8.44,0,1,Bajo,0
48046,2026-11-30 15:30:00,15,0,Yape,397.32,161.25,6289.56,5892.24,0,0,163,0,0,32,0,883,4,0,1,3.76,0,1,Bajo,0
48047,2026-11-30 15:40:00,15,0,Transferencia,692.52,79.86,1865.07,1172.55,1,0,82,0,0,28,0,2638,2,1,0,3.76,1,5,Alto,1
48048,2026-11-30 15:50:00,15,0,Compra,1553.71,985.4,7036.36,5482.65,0,0,22,1,0,64,0,1642,3,0,0,0.08,0,3,Medio,0
48049,2026-11-30 16:00:00,16,0,Compra,1488.91,719.05,6916.13,5427.22,0,0,84,0,0,32,0,1105,6,3,0,3.77,0,0,Bajo,0
48050,2026-11-30 16:10:00,16,0,Recarga,109.65,878.55,8966.83,8857.18,0,1,163,0,1,35,0,978,2,0,2,9.16,0,5,Alto,1
48051,2026-11-30 16:20:00,16,0,Compra,517.65,53.35,8110.48,7592.83,0,0,82,0,0,21,0,348,5,2,0,0.97,0,2,Bajo,0
48052,2026-11-30 16:30:00,16,0,Pago de servicios,42.57,815.08,3592.01,3549.44,1,0,35,0,0,60,0,714,2,1,0,7.94,0,1,Bajo,0
48053,2026-11-30 16:40:00,16,0,Yape,729.09,937.55,5084.45,4355.36,1,0,123,0,0,56,0,249,3,1,1,2.68,0,1,Bajo,0
48054,2026-11-30 16:50:00,16,0,Pago de servicios,52.02,253.64,8007.16,7955.14,0,0,28,0,0,44,1,585,3,1,1,1.07,0,1,Bajo,0
48055,2026-11-30 17:00:00,17,0,Compra,52.26,321.65,4979.66,4927.4,0,1,119,0,0,40,0,1241,0,0,2,0.6,0,2,Bajo,0
48056,2026-11-30 17:10:00,17,0,Yape,202.43,615.8,7978.94,7776.51,0,0,130,0,0,21,1,464,5,2,0,6.22,0,1,Bajo,0
48057,2026-11-30 17:20:00,17,0,Yape,620.91,209.49,8049.96,7429.05,0,0,167,0,0,61,0,2230,2,0,0,10.66,0,2,Bajo,0
48058,2026-11-30 17:30:00,17,0,Compra,95.67,78.93,9472.44,9376.77,1,0,98,0,0,42,0,1692,2,1,0,2.39,0,1,Bajo,0
48059,2026-11-30 17:40:00,17,0,Yape,144.13,787.76,1160.59,1016.46,0,0,29,1,0,55,0,958,2,1,0,5.56,0,1,Bajo,0
48060,2026-11-30 17:50:00,17,0,Yape,106.17,825.37,5829.39,5723.22,1,0,109,0,0,67,0,1237,3,0,0,1.37,0,1,Bajo,0
48061,2026-11-30 18:00:00,18,0,Transferencia,283.67,624.89,2650.3,2366.63,0,0,120,0,0,80,0,262,5,0,0,11.77,0,1,Bajo,0
48062,2026-11-30 18:10:00,18,0,Yape,615.08,484.4,9327.42,8712.34,1,1,100,0,0,58,0,828,1,0,0,11.07,0,3,Medio,0
48063,2026-11-30 18:20:00,18,0,Yape,248.97,603.67,8346.41,8097.44,0,0,35,0,0,72,0,2797,6,1,1,4.08,0,0,Bajo,0
48064,2026-11-30 18:30:00,18,0,Pago de servicios,131.54,430.14,2980.57,2849.03,0,1,9,0,1,53,0,871,3,6,0,17.57,0,7,Critico,1
48065,2026-11-30 18:40:00,18,0,Pago de servicios,1134.48,296.38,9617.04,8482.56,1,0,47,0,0,47,0,867,1,0,0,2.78,0,3,Medio,0
48066,2026-11-30 18:50:00,18,0,Yape,677.4,139.38,5587.29,4909.89,0,0,22,0,0,51,0,844,3,3,0,6.8,0,2,Bajo,0
48067,2026-11-30 19:00:00,19,0,Transferencia,111.81,315.93,6308.57,6196.76,0,0,27,0,0,46,0,2831,4,0,1,16.04,0,1,Bajo,0
48068,2026-11-30 19:10:00,19,0,Compra,100.14,573.08,2731.57,2631.43,1,0,29,0,1,25,0,1453,5,0,0,9.61,0,3,Medio,0
48069,2026-11-30 19:20:00,19,0,Yape,163.02,74.37,2593.92,2430.9,1,0,178,1,0,49,0,1360,5,0,1,6.35,0,3,Medio,0
48070,2026-11-30 19:30:00,19,0,Yape,652.18,858.44,9739.46,9087.28,1,0,102,0,0,68,0,2907,4,1,0,6.76,0,1,Bajo,0
48071,2026-11-30 19:40:00,19,0,Pago de servicios,18.34,530.67,486.54,468.2,0,1,150,0,0,30,0,966,1,2,1,6.34,0,1,Bajo,0
48072,2026-11-30 19:50:00,19,0,Yape,906.44,593.72,7084.83,6178.39,0,0,59,0,0,66,0,2389,2,2,0,8.18,0,0,Bajo,0
48073,2026-11-30 20:00:00,20,0,Transferencia,171.06,289.01,1126.84,955.78,1,0,134,0,0,22,0,1965,5,1,0,1.55,0,1,Bajo,0
48074,2026-11-30 20:10:00,20,0,Yape,71.93,992.37,4761.4,4689.47,1,0,121,0,1,76,0,910,7,0,0,0.76,0,3,Medio,0
48075,2026-11-30 20:20:00,20,0,Compra,281.97,464.03,4719.8,4437.83,1,0,177,0,0,66,1,1335,1,1,0,7.19,1,5,Alto,1
48076,2026-11-30 20:30:00,20,0,Compra,324.18,244.48,8143.14,7818.96,0,0,98,0,0,59,0,760,3,0,1,8.09,0,0,Bajo,0
48077,2026-11-30 20:40:00,20,0,Compra,584.55,956.15,2623.42,2038.87,1,0,45,1,0,32,0,2690,5,1,0,0.81,0,2,Bajo,0
48078,2026-11-30 20:50:00,20,0,Yape,770.21,60.29,1507.25,737.04,0,0,88,1,0,42,0,1940,0,1,1,4.09,1,5,Alto,1
48079,2026-11-30 21:00:00,21,0,Pago de servicios,345.82,963.7,6944.44,6598.62,0,0,11,0,0,53,0,2589,2,2,0,0.44,0,1,Bajo,0
48080,2026-11-30 21:10:00,21,0,Yape,405.78,351.49,5717.75,5311.97,1,0,139,0,0,29,0,943,6,1,0,3.72,1,3,Medio,0
48081,2026-11-30 21:20:00,21,0,Compra,260.94,756.6,5996.04,5735.1,0,0,73,0,0,34,0,821,3,3,2,3.02,0,1,Bajo,0
48082,2026-11-30 21:30:00,21,0,Pago de servicios,475.82,359.69,4029.41,3553.59,1,0,116,0,0,39,0,2675,4,0,1,8.15,0,1,Bajo,0
48083,2026-11-30 21:40:00,21,0,Yape,132.9,626.93,2961.4,2828.5,1,1,116,0,0,75,0,108,4,2,0,6.95,0,2,Bajo,0
48084,2026-11-30 21:50:00,21,0,Compra,165.35,588.32,7394.67,7229.32,0,0,56,0,0,64,0,1055,6,3,1,0.1,0,0,Bajo,0
48085,2026-11-30 22:00:00,22,0,Yape,51.05,834.78,6968.42,6917.37,0,1,27,0,0,46,0,943,3,0,0,0.8,0,1,Bajo,0
48086,2026-11-30 22:10:00,22,0,Yape,1275.59,616.56,8473.15,7197.56,0,0,136,0,0,41,0,2955,8,2,0,4.98,0,0,Bajo,0
48087,2026-11-30 22:20:00,22,0,Pago de servicios,130.15,889.74,7920.06,7789.91,0,0,25,0,0,37,0,1887,7,1,0,0.04,0,0,Bajo,0
48088,2026-11-30 22:30:00,22,0,Yape,717.31,841.95,5785.46,5068.15,0,0,59,0,0,56,0,77,3,2,0,0.73,0,0,Bajo,0
48089,2026-11-30 22:40:00,22,0,Transferencia,861.57,455.27,8318.97,7457.4,0,1,93,0,0,73,0,102,2,2,0,3.68,0,1,Bajo,0
48090,2026-11-30 22:50:00,22,0,Yape,52.16,592.18,2602.27,2550.11,0,0,178,0,1,31,0,100,4,0,0,14.54,0,4,Medio,0
48091,2026-11-30 23:00:00,23,0,Recarga,280.48,832.6,6119.47,5838.99,0,0,55,0,0,47,0,2870,2,0,0,4.38,0,0,Bajo,0
48092,2026-11-30 23:10:00,23,0,Transferencia,471.75,902.46,3339.86,2868.11,1,0,130,0,0,53,0,367,7,2,0,14.9,0,2,Bajo,0
48093,2026-11-30 23:20:00,23,0,Yape,140.98,134.65,7715.15,7574.17,0,0,173,0,0,21,0,972,4,1,0,0.21,0,1,Bajo,0
48094,2026-11-30 23:30:00,23,0,Yape,62.34,818.04,9305.54,9243.2,0,0,171,0,0,51,0,2456,2,3,0,0.52,0,1,Bajo,0
48095,2026-11-30 23:40:00,23,0,Yape,1078.75,561.4,7157.37,6078.62,1,0,73,0,0,42,0,2340,6,2,0,2.25,0,1,Bajo,0
48096,2026-11-30 23:50:00,23,0,Transferencia,467.88,632.2,2933.91,2466.03,0,0,35,1,0,62,1,2633,4,0,0,1.17,1,4,Medio,0
48097,2026-12-01 00:00:00,0,1,Compra,255.02,416.52,2561.3,2306.28,0,0,120,0,0,18,0,208,4,0,2,6.29,0,1,Bajo,0
48098,2026-12-01 00:10:00,0,1,Yape,85.97,119.07,1150.31,1064.34,0,1,155,0,0,27,0,2689,4,1,0,1.23,0,2,Bajo,0
48099,2026-12-01 00:20:00,0,1,Yape,88.69,948.36,6928.79,6840.1,0,1,93,0,1,38,0,1638,5,1,0,1.64,0,3,Medio,0
48100,2026-12-01 00:30:00,0,1,Transferencia,289.28,939.62,9389.19,9099.91,1,0,64,0,0,20,0,273,3,1,0,6.8,0,1,Bajo,0
48101,2026-12-01 00:40:00,0,1,Pago de servicios,153.67,236.32,2606.09,2452.42,1,1,38,0,0,43,0,1667,5,1,0,2.84,0,2,Bajo,0
48102,2026-12-01 00:50:00,0,1,Recarga,304.64,416.97,9886.76,9582.12,1,0,19,0,0,63,0,1212,1,1,0,2.64,0,2,Bajo,0
48103,2026-12-01 01:00:00,1,1,Recarga,355.3,612.97,5446.05,5090.75,0,0,87,0,1,58,0,9,4,1,2,0.8,0,3,Medio,0
48104,2026-12-01 01:10:00,1,1,Compra,155.83,583.85,7235.74,7079.91,0,1,31,0,0,75,0,1933,4,1,1,11.17,0,2,Bajo,0
48105,2026-12-01 01:20:00,1,1,Transferencia,1330.82,167.07,2279.34,948.52,1,0,60,0,0,60,1,1101,4,0,1,4.22,0,4,Medio,0
48106,2026-12-01 01:30:00,1,1,Compra,114.98,60.47,1422.89,1307.91,0,1,48,1,0,38,0,1211,1,0,0,1.31,0,2,Bajo,0
48107,2026-12-01 01:40:00,1,1,Transferencia,94.73,981.11,9918.12,9823.39,1,0,76,1,0,67,0,418,3,0,0,2.2,0,2,Bajo,0
48108,2026-12-01 01:50:00,1,1,Compra,372.34,984.4,3533.97,3161.63,0,0,61,0,0,48,0,177,6,3,0,0.19,0,0,Bajo,0
48109,2026-12-01 02:00:00,2,1,Yape,396.09,574.14,2007.34,1611.25,0,0,125,0,0,69,0,1273,2,2,1,4.54,0,0,Bajo,0
48110,2026-12-01 02:10:00,2,1,Yape,89.88,469.25,8389.68,8299.8,1,0,98,0,0,44,0,291,2,0,1,2.41,1,3,Medio,0
48111,2026-12-01 02:20:00,2,1,Transferencia,173.61,960.68,814.38,640.77,1,0,93,0,1,70,0,238,5,1,0,9.84,0,3,Medio,0
48112,2026-12-01 02:30:00,2,1,Yape,52.44,497.17,1315.5,1263.06,0,1,149,0,0,76,0,1658,3,0,0,11.63,0,2,Bajo,0
48113,2026-12-01 02:40:00,2,1,Compra,139.07,498.7,8136.27,7997.2,0,0,128,0,0,21,0,1292,4,1,0,2.15,0,0,Bajo,0
48114,2026-12-01 02:50:00,2,1,Compra,546.15,166.81,4765.76,4219.61,0,0,173,0,0,47,0,2782,6,1,0,1.9,0,3,Medio,0
48115,2026-12-01 03:00:00,3,1,Pago de servicios,67.09,396.94,2729.05,2661.96,0,0,118,0,1,21,0,1861,9,1,0,9.91,0,2,Bajo,0
48116,2026-12-01 03:10:00,3,1,Yape,82.16,665.5,4353.28,4271.12,0,1,82,1,0,37,0,73,3,2,0,7.53,0,2,Bajo,0
48117,2026-12-01 03:20:00,3,1,Yape,106.81,743.9,9754.25,9647.44,1,0,138,0,0,42,0,2598,4,0,1,2.25,0,1,Bajo,0
